Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),ENERGYSTARScore,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,TotalGHGEmissions
47.66429,-122.31389,25828.0,0.0,0.0,100.0,37.0,NonResidential,Supermarket / Grocery Store,98105.0,4,Northeast,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,66,Electricity(kBtu),NaturalGas(kBtu),None,156.18
47.6616,-122.31393,19183.0,19183.0,0.0,54.919,17.0,NonResidential,Mixed Use Property,98105.0,4,Northeast,1.0,2,Bank Branch,Parking,None,Compliant,40,Electricity(kBtu),None,None,8.09
47.6342,-122.32661,20434.0,7557.0,0.0,73.434,,NonResidential,Small- and Mid-Sized Office,98102.0,4,Lake Union,1.0,3,Office,Laboratory,None,Compliant,18,Electricity(kBtu),None,None,43.21
47.60135,-122.33327,10420.0,5000.0,2000.0,100.0,,NonResidential,Other,98104.0,7,Downtown,1.0,1,Museum,Bar/Nightclub,Supermarket/Grocery Store,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,9.72
47.6011,-122.33197,20880.0,0.0,0.0,100.0,94.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,1,Office,None,None,Compliant,116,Electricity(kBtu),None,None,4.76
47.59938,-122.33197,13000.0,13000.0,0.0,100.0,,NonResidential,Mixed Use Property,98104.0,7,Downtown,1.0,3,Office,Other - Entertainment/Public Assembly,None,Compliant,50,Electricity(kBtu),NaturalGas(kBtu),None,18.62
47.59954,-122.33201,12100.0,4281.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,3,Office,Restaurant,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,43.91
47.59986,-122.33195,32039.0,24035.0,0.0,100.0,,Nonresidential COS,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Other,None,Compliant,87,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),185.33
47.5195,-122.26935,25880.0,0.0,0.0,100.0,8.0,NonResidential,Medical Office,98118.0,2,Southeast,1.0,2,Medical Office,None,None,Compliant,6,Electricity(kBtu),NaturalGas(kBtu),None,19.81
47.66517,-122.31037,32098.0,2310.0,0.0,100.0,,NonResidential,Worship Facility,98105.0,4,Northeast,1.0,3,Worship Facility,Office,None,Compliant,89,NaturalGas(kBtu),Electricity(kBtu),None,37.43
47.66453,-122.30999,18075.0,3000.0,0.0,100.0,,NonResidential,Other,98105.0,4,Northeast,1.0,2,Social/Meeting Hall,Office,None,Compliant,12,NaturalGas(kBtu),Electricity(kBtu),None,53.88
47.67842,-122.31949,63922.0,0.0,0.0,100.0,83.0,NonResidential,Worship Facility,98133.0,4,Northeast,1.0,3,Worship Facility,None,None,Compliant,66,NaturalGas(kBtu),Electricity(kBtu),None,47.03
47.67819,-122.3231,40768.0,16128.0,0.0,100.0,96.0,NonResidential,Small- and Mid-Sized Office,98115.0,6,Northwest,1.0,4,Office,Parking,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,28.46
47.67783,-122.32577,27500.0,0.0,0.0,100.0,60.0,NonResidential,Worship Facility,98115.0,6,Northwest,1.0,2,Worship Facility,None,None,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,14.79
47.59856,-122.33248,22000.0,11000.0,0.0,100.0,90.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,2,Office,Distribution Center,None,Compliant,86,Electricity(kBtu),None,None,3.78
47.59971,-122.33065,41920.0,0.0,0.0,100.0,95.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,5,Office,None,None,Compliant,110,Electricity(kBtu),None,None,7.69
47.60048,-122.33157,44000.0,0.0,0.0,100.0,92.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,5,Office,None,None,Compliant,111,Electricity(kBtu),NaturalGas(kBtu),None,26.94
47.60055,-122.33057,29820.0,0.0,0.0,100.0,,NonResidential,Other,98104.0,7,Downtown,1.0,6,Other - Lodging/Residential,None,None,Compliant,112,Electricity(kBtu),NaturalGas(kBtu),None,35.72
47.59986,-122.32987,26416.0,9531.0,7537.0,100.0,18.0,NonResidential,Warehouse,98104.0,7,Downtown,1.0,4,Non-Refrigerated Warehouse,Retail Store,Office,Compliant,110,Electricity(kBtu),None,None,10.92
47.599,-122.32717,10800.0,10800.0,7200.0,100.0,,NonResidential,Mixed Use Property,98104.0,2,Downtown,1.0,3,Office,Other,Retail Store,Compliant,116,Electricity(kBtu),None,None,6.84
47.5985,-122.32677,23193.0,6165.0,0.0,100.0,49.0,NonResidential,Hotel,98104.0,2,Downtown,1.0,4,Hotel,Retail Store,None,Compliant,91,NaturalGas(kBtu),Electricity(kBtu),None,173.67
47.5962,-122.32548,30800.0,0.0,0.0,100.0,91.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Downtown,1.0,2,Office,None,None,Compliant,46,Electricity(kBtu),NaturalGas(kBtu),None,11.18
47.65429,-122.32618,33222.0,10208.0,6200.0,100.0,80.0,NonResidential,Warehouse,98105.0,4,Lake Union,1.0,1,Non-Refrigerated Warehouse,Retail Store,Office,Compliant,78,Electricity(kBtu),NaturalGas(kBtu),None,6.76
47.65373,-122.32721,26282.0,18228.0,0.0,59.047,23.0,NonResidential,Small- and Mid-Sized Office,98105.0,4,Lake Union,1.0,3,Office,Parking,None,Compliant,9,Electricity(kBtu),None,None,15.25
47.71705,-122.28577,21624.0,0.0,0.0,100.0,90.0,NonResidential,Worship Facility,98125.0,5,North,1.0,1,Worship Facility,None,None,Compliant,62,NaturalGas(kBtu),Electricity(kBtu),None,20.96
47.59769,-122.32537,10060.0,5280.0,5280.0,100.0,,NonResidential,Mixed Use Property,98104.0,2,Downtown,1.0,3,Multifamily Housing,Retail Store,Social/Meeting Hall,Compliant,107,Electricity(kBtu),NaturalGas(kBtu),None,20.78
47.59983,-122.32598,40552.0,0.0,0.0,100.0,99.0,NonResidential,Hotel,98104.0,2,Downtown,1.0,5,Hotel,None,None,Compliant,106,NaturalGas(kBtu),Electricity(kBtu),None,53.25
47.60105,-122.32542,23059.0,7125.0,1248.0,100.0,,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,3,Office,Other,Multifamily Housing,Compliant,107,Electricity(kBtu),None,None,10.04
47.59935,-122.32468,13500.0,11050.0,0.0,100.0,100.0,NonResidential,Retail Store,98104.0,2,Downtown,1.0,2,Retail Store,Office,None,Compliant,99,NaturalGas(kBtu),Electricity(kBtu),None,6.73
47.60285,-122.31458,13364.0,8420.0,0.0,100.0,,NonResidential,Other,98122.0,3,Central,1.0,3,Social/Meeting Hall,Office,None,Compliant,108,NaturalGas(kBtu),Electricity(kBtu),None,34.61
47.66192,-122.30998,20686.0,0.0,0.0,100.0,,NonResidential,Other,98105.0,4,Northeast,1.0,3,Other - Lodging/Residential,None,None,Compliant,92,NaturalGas(kBtu),Electricity(kBtu),None,42.71
47.6617,-122.31007,22124.0,0.0,0.0,100.0,82.0,NonResidential,Residence Hall,98105.0,4,Northeast,1.0,3,Residence Hall/Dormitory,None,None,Compliant,87,Electricity(kBtu),None,None,4.45
47.66289,-122.30863,27487.0,0.0,0.0,100.0,82.0,NonResidential,Residence Hall,98105.0,4,Northeast,1.0,3,Residence Hall/Dormitory,None,None,Compliant,90,NaturalGas(kBtu),Electricity(kBtu),None,65.95
47.66164,-122.30874,23616.0,0.0,0.0,100.0,55.0,NonResidential,Residence Hall,98105.0,4,Northeast,1.0,4,Residence Hall/Dormitory,None,None,Compliant,90,NaturalGas(kBtu),Electricity(kBtu),None,53.65
47.66238,-122.30801,33448.0,0.0,0.0,100.0,78.0,NonResidential,Residence Hall,98105.0,4,Northeast,1.0,3,Residence Hall/Dormitory,None,None,Compliant,40,Electricity(kBtu),None,None,6.96
47.60133,-122.31088,74840.0,0.0,0.0,100.0,48.0,NonResidential,Senior Care Community,98122.0,3,Central,1.0,2,Senior Care Community,None,None,Compliant,29,NaturalGas(kBtu),Electricity(kBtu),None,249.46
47.60133,-122.31088,24600.0,4625.0,1665.0,100.0,,Nonresidential COS,Other,98144.0,3,Central,1.0,3,Performing Arts,Social/Meeting Hall,Other - Education,Compliant,103,NaturalGas(kBtu),Electricity(kBtu),None,104.74
47.6032,-122.30596,22344.0,0.0,0.0,100.0,40.0,NonResidential,K-12 School,98122.0,3,Central,1.0,2,K-12 School,None,None,Compliant,91,NaturalGas(kBtu),Electricity(kBtu),None,55.23
47.62531,-122.32303,26000.0,0.0,0.0,100.0,,NonResidential,University,98121.0,3,East,1.0,3,College/University,None,None,Compliant,95,NaturalGas(kBtu),Electricity(kBtu),None,96.2
47.68475,-122.38257,18489.0,8946.0,1445.0,100.0,,Nonresidential COS,Other,98117.0,6,Ballard,1.0,2,Other - Recreation,Fitness Center/Health Club/Gym,Pre-school/Daycare,Compliant,66,NaturalGas(kBtu),Electricity(kBtu),None,56.25
47.59737,-122.32487,24099.0,23632.0,5320.0,100.0,,NonResidential,Mixed Use Property,98104.0,2,Downtown,1.0,3,Office,Multifamily Housing,Restaurant,Compliant,107,Electricity(kBtu),None,None,9.23
47.58217,-122.38479,30899.0,942.0,0.0,100.0,,NonResidential,Supermarket / Grocery Store,98116.0,1,Southwest,1.0,1,Supermarket/Grocery Store,Office,None,Compliant,19,NaturalGas(kBtu),Electricity(kBtu),None,404.21
47.627,-122.29153,11021.0,8164.0,7280.0,100.0,,NonResidential,Mixed Use Property,98122.0,3,East,1.0,2,Parking,Fitness Center/Health Club/Gym,Office,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,78.36
47.66272,-122.31798,24288.0,16710.0,16128.0,100.0,9.0,NonResidential,Mixed Use Property,98105.0,4,Northeast,1.0,2,Parking,Retail Store,Office,Compliant,17,Electricity(kBtu),None,None,39.4
47.54761,-122.32759,41256.0,0.0,0.0,100.0,33.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,56,Electricity(kBtu),NaturalGas(kBtu),None,29.7
47.54494,-122.32543,19785.0,10234.0,0.0,100.0,66.0,NonResidential,Small- and Mid-Sized Office,98108.0,2,Greater Duwamish,1.0,1,Office,Non-Refrigerated Warehouse,Parking,Compliant,47,Electricity(kBtu),NaturalGas(kBtu),None,27.06
47.66281,-122.30819,26000.0,0.0,0.0,100.0,66.0,NonResidential,Residence Hall,98177.0,4,Northeast,1.0,3,Residence Hall/Dormitory,None,None,Compliant,66,NaturalGas(kBtu),Electricity(kBtu),None,60.83
47.58671,-122.30201,22962.0,0.0,0.0,100.0,98.0,NonResidential,Worship Facility,98144.0,3,Southeast,1.0,2,Worship Facility,Parking,None,Compliant,53,NaturalGas(kBtu),Electricity(kBtu),None,19.28
47.54443,-122.32688,21040.0,0.0,0.0,100.0,43.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,40,NaturalGas(kBtu),Electricity(kBtu),None,19.14
47.54491,-122.32758,30000.0,0.0,0.0,100.0,52.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,65,NaturalGas(kBtu),Electricity(kBtu),None,46.61
47.54333,-122.32792,25620.0,0.0,0.0,100.0,82.0,NonResidential,Distribution Center,98108.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,42,NaturalGas(kBtu),Electricity(kBtu),None,20.46
47.59775,-122.32219,33238.0,0.0,0.0,100.0,14.0,NonResidential,Warehouse,98144.0,2,Downtown,1.0,3,Non-Refrigerated Warehouse,None,None,Compliant,24,Electricity(kBtu),None,None,11.38
47.60745,-122.32542,11093.0,0.0,0.0,100.0,8.0,NonResidential,K-12 School,98104.0,3,East,1.0,4,K-12 School,None,None,Compliant,104,NaturalGas(kBtu),Electricity(kBtu),None,38.36
47.60331,-122.33389,222807.0,78049.0,5171.0,100.0,82.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,6,Office,Parking,Bank Branch,Compliant,16,Electricity(kBtu),None,None,92.52
47.54427,-122.38609,31746.0,0.0,0.0,100.0,22.0,NonResidential,Supermarket / Grocery Store,98136.0,1,Southwest,1.0,1,Supermarket/Grocery Store,None,None,Compliant,18,Electricity(kBtu),NaturalGas(kBtu),None,206.33
47.65532,-122.37133,18400.0,16200.0,3000.0,100.0,,NonResidential,Mixed Use Property,98119.0,7,Magnolia / Queen Anne,1.0,2,Non-Refrigerated Warehouse,Other,Office,Compliant,55,NaturalGas(kBtu),Electricity(kBtu),None,93.55
47.61314,-122.32262,33708.0,0.0,0.0,100.0,,NonResidential,Other,98122.0,3,East,1.0,3,Other,None,None,Compliant,104,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),19.61
47.73368,-122.31366,47661.0,0.0,0.0,100.0,,NonResidential,Other,98155.0,5,North,1.0,2,Other,None,None,Compliant,68,Electricity(kBtu),None,None,41.7
47.68217,-122.31675,41447.0,0.0,0.0,49.618,18.0,NonResidential,Supermarket / Grocery Store,98115.0,4,Northeast,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,19,Electricity(kBtu),NaturalGas(kBtu),None,364.27
47.66295,-122.31494,26373.0,0.0,0.0,100.0,75.0,NonResidential,Worship Facility,98105.0,4,Northeast,1.0,3,Worship Facility,None,None,Compliant,78,NaturalGas(kBtu),Electricity(kBtu),None,38.18
47.62164,-122.31238,5656.0,5561.0,5090.0,100.0,,NonResidential,Mixed Use Property,98112.0,3,East,1.0,2,Other - Entertainment/Public Assembly,Other - Public Services,Restaurant,Compliant,69,NaturalGas(kBtu),Electricity(kBtu),None,51.89
47.63319,-122.36294,23040.0,0.0,0.0,100.0,,Nonresidential COS,Distribution Center,98119.0,7,Magnolia / Queen Anne,1.0,3,Distribution Center,None,None,Compliant,95,Electricity(kBtu),None,None,2.94
47.63286,-122.36141,34856.0,0.0,0.0,100.0,,NonResidential,Other,98119.0,7,Magnolia / Queen Anne,1.0,2,Other,None,None,Compliant,60,Electricity(kBtu),None,None,37.97
47.53104,-122.32784,14314.0,9710.0,0.0,100.0,,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Other - Services,None,Compliant,39,Electricity(kBtu),None,None,2.62
47.53326,-122.32579,27420.0,10000.0,5000.0,100.0,34.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Other,Office,Compliant,63,NaturalGas(kBtu),Electricity(kBtu),None,29.39
47.53379,-122.33063,34382.0,2600.0,0.0,100.0,,NonResidential,Distribution Center,98108.0,1,Greater Duwamish,1.0,1,Distribution Center,Office,None,Compliant,37,Electricity(kBtu),NaturalGas(kBtu),None,6.88
47.53651,-122.32954,20002.0,3374.0,0.0,100.0,,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Office,Parking,Compliant,52,Electricity(kBtu),None,None,3.06
47.62518,-122.35317,28120.0,1600.0,1000.0,100.0,,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,1.0,2,Other,Parking,Office,Compliant,68,NaturalGas(kBtu),Electricity(kBtu),None,67.15
47.56626,-122.3244,23232.0,0.0,0.0,100.0,,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,44,Electricity(kBtu),None,None,0.89
47.56501,-122.3248,32546.0,0.0,0.0,100.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,42,Electricity(kBtu),NaturalGas(kBtu),None,17.65
47.56477,-122.32628,13349.0,8228.0,4000.0,100.0,,NonResidential,Refrigerated Warehouse,98108.0,2,Greater Duwamish,1.0,1,Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,Compliant,55,Electricity(kBtu),NaturalGas(kBtu),None,14.19
47.56448,-122.32484,42844.0,0.0,0.0,100.0,89.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,42,Electricity(kBtu),None,None,2.82
47.65576,-122.34208,20410.0,0.0,0.0,100.0,8.0,NonResidential,Small- and Mid-Sized Office,98020.0,4,Lake Union,1.0,3,Office,None,None,Compliant,21,Electricity(kBtu),NaturalGas(kBtu),None,77.84
47.70349,-122.33424,18396.0,6300.0,0.0,74.49,87.0,NonResidential,Small- and Mid-Sized Office,98133.0,5,Northwest,1.0,3,Office,Parking,None,Compliant,33,Electricity(kBtu),None,None,4.35
47.71479,-122.32824,24955.0,0.0,0.0,100.0,47.0,NonResidential,Worship Facility,98125.0,5,Northwest,1.0,1,Worship Facility,None,None,Compliant,14,NaturalGas(kBtu),Electricity(kBtu),None,21.87
47.62342,-122.29688,34074.0,0.0,0.0,100.0,,NonResidential,Other,98112.0,3,Central,1.0,3,Other/Specialty Hospital,None,None,Compliant,25,NaturalGas(kBtu),Electricity(kBtu),None,286.33
47.71856,-122.32084,45442.0,31033.0,0.0,100.0,,NonResidential,Worship Facility,98125.0,5,North,1.0,2,Worship Facility,Other - Education,None,Compliant,55,NaturalGas(kBtu),Electricity(kBtu),None,67.33
47.71923,-122.32171,32961.0,0.0,0.0,100.0,86.0,NonResidential,K-12 School,98125.0,5,North,1.0,2,K-12 School,None,None,Compliant,28,NaturalGas(kBtu),Electricity(kBtu),None,62.94
47.6875,-122.35496,12806.0,0.0,0.0,46.778,,Nonresidential COS,Other,98103.0,6,Northwest,1.0,1,Library,Parking,None,Compliant,12,Electricity(kBtu),NaturalGas(kBtu),None,26.67
47.61796,-122.30847,25200.0,0.0,0.0,100.0,,NonResidential,Other,98122.0,3,Central,1.0,3,Other - Lodging/Residential,None,None,Compliant,105,NaturalGas(kBtu),Electricity(kBtu),None,53.02
47.70941,-122.31707,46978.0,0.0,0.0,100.0,56.0,NonResidential,Supermarket / Grocery Store,98125.0,5,North,1.0,1,Supermarket/Grocery Store,None,None,Compliant,20,Electricity(kBtu),NaturalGas(kBtu),None,338.58
47.61340332,-122.3203506,22320.0,0.0,0.0,100.0,,NonResidential,Other,98122.0,3,East,1.0,2,"Repair Services (Vehicle, Shoe, Locksmith, etc)",None,None,Compliant,109,Electricity(kBtu),NaturalGas(kBtu),None,4.8
47.6139,-122.32034,12000.0,6000.0,6000.0,100.0,,NonResidential,Mixed Use Property,98122.0,3,East,1.0,3,Office,Other,Retail Store,Compliant,104,Electricity(kBtu),NaturalGas(kBtu),None,9.09
47.61393,-122.31589,23422.0,0.0,0.0,100.0,65.0,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,3,Office,None,None,Compliant,96,NaturalGas(kBtu),Electricity(kBtu),None,128.07
47.61554,-122.31098,22486.0,14257.0,13308.0,72.423,93.0,NonResidential,Mixed Use Property,98122.0,3,East,1.0,5,Multifamily Housing,Supermarket/Grocery Store,Parking,Compliant,18,Electricity(kBtu),NaturalGas(kBtu),None,83.65
47.61481,-122.31536,23040.0,0.0,0.0,100.0,99.0,NonResidential,Warehouse,98112.0,3,East,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,96,Electricity(kBtu),NaturalGas(kBtu),None,0.87
47.61469,-122.31596,61880.0,0.0,0.0,100.0,66.0,NonResidential,Warehouse,98122.0,3,East,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,58,Electricity(kBtu),None,None,4.15
47.61556,-122.32048,13917.0,13188.0,0.0,100.0,97.0,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,2,Office,Retail Store,None,Compliant,91,Electricity(kBtu),NaturalGas(kBtu),None,7.31
47.66386,-122.31715,32580.0,9650.0,0.0,100.0,,NonResidential,Other,98105.0,4,Northeast,1.0,2,Other - Services,Retail Store,None,Compliant,92,Electricity(kBtu),None,None,11.32
47.66506,-122.31656,21886.0,0.0,0.0,100.0,,Nonresidential COS,Other,98105.0,4,Northeast,1.0,3,Other,None,None,Compliant,87,NaturalGas(kBtu),Electricity(kBtu),None,63.22
47.59951,-122.32033,54969.0,0.0,0.0,100.0,67.0,NonResidential,Retail Store,98104.0,2,Downtown,1.0,3,Retail Store,None,None,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,39.31
47.61395,-122.31253,44340.0,10415.0,4925.0,100.0,,NonResidential,K-12 School,98122.0,3,Central,1.0,2,K-12 School,Worship Facility,Social/Meeting Hall,Compliant,65,Electricity(kBtu),NaturalGas(kBtu),None,51.14
47.61546,-122.31195,31822.0,0.0,0.0,100.0,73.0,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,3,Office,None,None,Compliant,58,Electricity(kBtu),NaturalGas(kBtu),None,54.02
47.63193,-122.32126,52225.0,0.0,0.0,100.0,38.0,NonResidential,Worship Facility,98102.0,3,East,1.0,1,Worship Facility,None,None,Compliant,87,NaturalGas(kBtu),Electricity(kBtu),None,150.23
47.61608,-122.30967,45300.0,35973.0,16956.0,100.0,100.0,NonResidential,Mixed Use Property,98122.0,3,Central,1.0,6,Multifamily Housing,Parking,Retail Store,Compliant,12,Electricity(kBtu),None,None,7.12
47.69898,-122.34162,14256.0,7850.0,0.0,100.0,77.0,NonResidential,Small- and Mid-Sized Office,98103.0,5,Northwest,1.0,3,Office,Non-Refrigerated Warehouse,Parking,Compliant,34,Electricity(kBtu),NaturalGas(kBtu),None,24.97
47.64725,-122.39977,31805.0,0.0,0.0,100.0,10.0,NonResidential,Worship Facility,98199.0,7,Magnolia / Queen Anne,1.0,2,Worship Facility,None,None,Compliant,63,NaturalGas(kBtu),Electricity(kBtu),None,68.39
47.64725,-122.39977,20811.0,0.0,0.0,100.0,95.0,NonResidential,K-12 School,98199.0,7,Magnolia / Queen Anne,1.0,1,K-12 School,None,None,Compliant,63,NaturalGas(kBtu),Electricity(kBtu),None,43.97
47.59393,-122.32211,12644.0,7286.0,0.0,100.0,1.0,Nonresidential COS,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,49,NaturalGas(kBtu),Electricity(kBtu),None,66.43
47.56268,-122.32364,43452.0,2890.0,0.0,100.0,,NonResidential,Refrigerated Warehouse,98108.0,2,Greater Duwamish,1.0,1,Refrigerated Warehouse,Office,None,Compliant,46,Electricity(kBtu),NaturalGas(kBtu),None,119.76
47.56166,-122.3237,36000.0,0.0,0.0,100.0,,NonResidential,Other,98112.0,2,Greater Duwamish,1.0,5,Other,None,None,Compliant,109,NaturalGas(kBtu),Electricity(kBtu),None,43.04
47.5616,-122.32603,28320.0,0.0,0.0,100.0,1.0,NonResidential,Distribution Center,98108.0,2,Greater Duwamish,1.0,1,Distribution Center,Parking,None,Compliant,45,Electricity(kBtu),NaturalGas(kBtu),None,67.96
47.67816,-122.28998,29079.0,0.0,0.0,100.0,78.0,NonResidential,Worship Facility,98115.0,4,Northeast,1.0,1,Worship Facility,None,None,Compliant,61,Electricity(kBtu),NaturalGas(kBtu),None,22.18
47.63441,-122.28061,19232.0,9616.0,0.0,66.667,82.0,NonResidential,Small- and Mid-Sized Office,98112.0,3,East,1.0,3,Office,Parking,None,Compliant,34,Electricity(kBtu),None,None,5.07
47.65564,-122.36191,13600.0,8200.0,0.0,100.0,7.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,2,Office,Distribution Center,None,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,38.71
47.65223,-122.36147,29527.0,13498.0,0.0,100.0,,NonResidential,Laboratory,98119.0,7,Magnolia / Queen Anne,1.0,2,Laboratory,Other,None,Compliant,31,Electricity(kBtu),NaturalGas(kBtu),None,255.97
47.54769,-122.3251,30800.0,0.0,0.0,100.0,65.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,51,Electricity(kBtu),None,None,3.39
47.59901628,-122.3315077,11084.0,11084.0,0.0,100.0,,NonResidential,Mixed Use Property,98104.0,3,East,1.0,3,Multifamily Housing,Other - Entertainment/Public Assembly,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,49.44
47.59416,-122.3267,27271.0,5706.0,4473.0,100.0,73.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Supermarket/Grocery Store,Distribution Center,Compliant,94,Electricity(kBtu),NaturalGas(kBtu),None,7.8
